"id","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","condition.ind"
8663240180,537000,4,2.5,1990,2660,"2","0","0","3","8",1990,0,2012,0,"0"
7987400356,255000,2,1,1220,2500,"1","0","0","3","6",770,450,1910,0,"0"
2124700015,345000,3,1,1120,10176,"1","0","0","3","6",920,200,1905,0,"0"
9376301110,518000,3,2.5,1680,2096,"2","0","0","3","8",1380,300,2008,0,"0"
5592900285,435000,4,2,2630,9663,"1","0","1","4","8",1330,1300,1956,0,"1"
3278602040,346500,3,3.25,1570,2048,"2","0","0","3","8",1290,280,2006,0,"0"
257000138,280000,2,1,850,16400,"1","0","0","3","6",850,0,1923,0,"0"
461002150,725000,4,1.75,2000,3750,"1","0","0","5","8",1120,880,1950,0,"1"
3432500210,325000,2,1,1130,6908,"1.5","0","0","3","6",1130,0,1945,0,"0"
8019200823,259000,4,1.5,1810,9000,"1.5","0","0","3","7",1810,0,1960,0,"0"
6821102358,540000,3,2.25,1670,3135,"2","0","0","3","8",1220,450,2002,0,"0"
1868900285,552000,3,1,1430,5000,"1","0","0","4","6",1080,350,1919,0,"1"
3521069146,485000,3,2.5,3340,70131,"2","0","0","3","9",2420,920,1994,0,"0"
3751600784,331210,4,2.5,2240,4800,"2","0","0","3","8",2240,0,2014,0,"0"
7427800080,626000,3,2.25,1810,5107,"2","0","0","3","8",1810,0,1989,0,"0"
5595900210,195000,2,1,800,5280,"1","0","0","5","6",800,0,1918,0,"1"
3336500190,252000,3,2.5,1670,4020,"2","0","0","3","7",1670,0,2009,0,"0"
3992700265,385100,3,1,1060,8040,"1","0","0","4","6",1060,0,1949,0,"1"
7853220910,485000,3,2.5,2270,7887,"2","0","2","3","8",2270,0,2004,0,"0"
8562780160,334950,2,2.25,1240,750,"2","0","0","3","7",1150,90,2008,0,"0"
9510310030,535000,4,2.75,2710,45963,"2","0","0","3","9",2710,0,1995,0,"0"
9407001830,338000,5,2,1860,9000,"2","0","0","3","7",1860,0,1980,0,"0"
6139100056,378950,4,2,1820,8400,"1","0","0","5","7",1300,520,1956,0,"1"
619000045,404000,3,1.75,1410,15210,"1","0","0","3","7",1410,0,1950,2014,"0"
3541700170,324450,3,2,1420,16000,"1","0","0","3","7",1420,0,1966,0,"0"
7905400160,246900,3,1.5,1370,9800,"1","0","0","5","7",1370,0,1968,0,"1"
2325059101,487000,3,1.75,1430,12632,"1","0","0","3","7",1430,0,1959,0,"0"
9523102660,560000,3,1,1440,5000,"2","0","0","3","7",1440,0,1910,0,"0"
1776460140,395000,3,2.5,2130,5088,"2","0","0","3","8",1840,290,2011,0,"0"
5015000180,713500,3,2,1720,4200,"2","0","0","3","8",1720,0,1908,1992,"0"
9320200050,1500000,4,2.75,2930,25697,"1","0","0","4","9",2310,620,1964,0,"1"
7575500040,180000,3,1,1010,8863,"1","0","0","4","6",1010,0,1990,0,"1"
4058801230,256000,4,1.75,1270,6825,"1","0","2","3","7",1270,0,1950,0,"0"
1424069044,450000,3,1,1290,47044,"1","0","0","3","7",1150,140,1968,0,"0"
3223059303,790000,4,3,3120,157875,"2","0","0","4","8",3120,0,1977,0,"1"
4051100230,240000,3,1,1340,7000,"1","0","0","4","7",1340,0,1978,0,"1"
7899800476,267100,2,2.5,1250,1580,"2","0","0","3","7",1030,220,2005,0,"0"
2768000400,640000,4,2,2360,6000,"2","0","0","4","8",2360,0,1904,0,"1"
7229800430,379500,3,2.25,1830,25641,"2","0","0","3","8",1830,0,1989,0,"0"
1243100136,784000,3,3.5,3950,111078,"1.5","0","0","3","9",2460,1490,1989,0,"0"
9197800010,1460000,4,3.5,4200,14353,"2","0","2","3","12",3640,560,1996,0,"0"
1868903130,542000,4,1,1540,5000,"1.5","0","0","4","7",1090,450,1922,0,"1"
2222059065,297000,3,2.5,1940,14952,"2","0","0","3","8",1940,0,1994,0,"0"
1922059046,308000,3,1,1980,39150,"1.5","0","0","3","6",1580,400,1932,0,"0"
2461900550,5e+05,4,1.75,2040,6000,"1","0","0","5","7",1020,1020,1943,0,"1"
5127000430,320000,4,1.75,1730,9520,"1","0","0","4","7",1730,0,1971,0,"1"
2517000650,3e+05,3,2.5,2090,4590,"2","0","0","3","7",2090,0,2005,0,"0"
1741700040,725000,3,1,1000,19969,"1","0","0","3","7",1000,0,1951,0,"0"
4137070090,308900,3,2.5,2250,7294,"2","0","0","3","8",2250,0,1994,0,"0"
8563030500,539950,3,1.75,1820,9875,"1","0","0","4","8",1820,0,1966,0,"1"
1314300018,367500,3,3.25,1400,1343,"2","0","0","3","7",1160,240,2005,0,"0"
2338800100,543200,6,2.25,2820,15600,"1.5","0","2","5","7",1970,850,1940,0,"1"
3754501060,910000,2,2.5,2000,5150,"2","0","4","3","9",2000,0,1992,0,"0"
3102700160,344900,4,1.75,1820,7700,"1","0","0","4","7",1100,720,1955,0,"1"
7518505851,552000,3,1,1120,2300,"1","0","0","4","7",820,300,1912,0,"1"
1163400070,220000,3,1,1660,21514,"1","0","0","4","7",1660,0,1973,0,"1"
9206500250,1104500,4,4,3770,8899,"2","0","0","3","10",2940,830,2006,0,"0"
3508100161,5e+05,4,3,2570,9104,"2","0","2","3","7",2570,0,1930,0,"0"
7805450750,864000,3,2.75,3060,13554,"2","0","0","3","10",3060,0,1984,0,"0"
2349300069,301500,2,1.5,830,1333,"2","0","0","3","7",830,0,2005,0,"0"
7950302345,345000,3,1,1010,3060,"1.5","0","0","3","6",1010,0,1904,0,"0"
2500600297,243500,3,3,2110,7794,"1","0","0","3","6",2110,0,1981,0,"0"
8731900200,320000,4,2.75,2640,7500,"1","0","0","3","8",1620,1020,1967,0,"0"
9201300050,1850000,5,2.25,2800,8442,"2","1","4","3","9",2800,0,1963,2001,"0"
2326059082,594000,3,2.25,2080,70567,"2","0","0","3","8",2080,0,1990,0,"0"
7000100711,1100000,3,2.5,2200,20000,"1","0","1","3","7",1400,800,1952,0,"0"
2781270210,209900,2,2,1180,3003,"2","0","0","3","6",1180,0,2005,0,"0"
1126069045,1135000,6,4.25,6900,244716,"2","0","0","4","9",4820,2080,2002,0,"1"
3438501700,3e+05,3,1,1300,20812,"1","0","0","3","6",1300,0,1927,0,"0"
1842000140,335000,3,1.75,1570,7500,"1","0","1","3","7",1300,270,1953,0,"0"
7796600085,185000,4,1,1400,8684,"1.5","0","0","3","7",1400,0,1957,0,"0"
7942602080,660000,6,1.75,1840,2774,"1","0","0","3","7",1060,780,1900,0,"0"
923000095,525000,3,1,1560,8100,"1","0","0","4","8",1140,420,1952,0,"1"
301400940,265000,3,2.25,1489,2800,"2","0","0","3","7",1489,0,2012,0,"0"
7849201100,323000,3,1,1590,7759,"2","0","0","4","7",1590,0,1912,1984,"1"
325049234,925000,4,2.5,3110,11422,"2","0","0","3","9",3110,0,1989,0,"0"
4021100095,290000,4,1.75,1820,22043,"2.5","0","0","4","7",1820,0,1918,0,"1"
4027700009,575000,4,2.5,3020,17810,"1","0","0","3","9",1600,1420,1979,0,"0"
3904960910,635000,4,2.5,3050,7238,"2","0","0","3","8",3050,0,1989,0,"0"
6118600045,350000,4,2,2060,13400,"1","0","2","4","8",2060,0,1957,0,"1"
7137900960,235000,4,2,1570,9415,"2","0","0","4","7",1570,0,1984,0,"1"
8849300160,345000,4,2.5,2280,8190,"1","0","3","3","7",1390,890,1983,0,"0"
3260810260,375000,3,2.5,2050,7205,"2","0","0","3","8",2050,0,2000,0,"0"
3179102155,760000,4,3.5,3000,5300,"1","0","0","5","7",1780,1220,1949,0,"1"
2883200083,424950,2,1.5,1000,1188,"3","0","0","3","8",1000,0,2005,0,"0"
3326059254,720000,3,2.5,3170,7187,"2","0","0","3","9",3170,0,2005,0,"0"
3303860460,499000,4,2.5,3100,5700,"2","0","0","3","9",3100,0,2011,0,"0"
2172000075,290900,2,2,1610,17600,"2","0","0","3","6",1610,0,1930,1983,"0"
3536900030,1600000,3,2.75,3040,21052,"2","0","0","4","10",3040,0,1980,0,"1"
1432900310,320000,4,1.5,2020,8474,"1","0","0","5","7",1010,1010,1962,0,"1"
3864000090,858000,5,3,3620,12778,"1","0","2","5","8",1900,1720,1964,0,"1"
7234601198,742000,3,3.25,1540,704,"3","0","0","3","9",1540,0,2011,0,"0"
9294300615,925000,4,1.75,2440,11793,"1","0","4","3","8",1420,1020,1950,0,"0"
179001046,229000,3,2.5,1190,3000,"2","0","0","3","7",1190,0,2002,0,"0"
7237500110,1208000,4,2.75,4250,10925,"2","0","0","3","10",4250,0,2003,0,"0"
1061400360,280000,3,1,1090,10710,"1","0","0","4","7",1090,0,1962,0,"1"
9407150240,295000,3,2.5,1460,7936,"2","0","0","3","7",1460,0,1995,0,"0"
1860600840,925000,3,3,2560,3600,"2","0","0","3","10",2110,450,1994,0,"0"
7424110130,423000,4,1.75,1880,7303,"1","0","0","3","7",1010,870,1976,0,"0"
3904902500,675000,4,2.5,2940,14071,"2","0","0","3","9",2940,0,1986,0,"0"
7708200180,535000,5,3.25,2850,4551,"2","0","0","3","8",2370,480,2006,0,"0"
7787110060,432900,3,2.5,2210,9226,"2","0","0","3","8",2210,0,1998,0,"0"
7238000330,480000,3,2.5,2980,7338,"2","0","0","3","8",2980,0,2006,0,"0"
5423030380,725000,4,1.75,2350,7574,"1","0","0","3","8",1720,630,1979,0,"0"
2355010090,843500,3,2.5,3560,11448,"2","0","0","3","11",3560,0,1997,0,"0"
6400700264,730000,4,2.5,2460,7930,"2","0","0","3","8",2460,0,2005,0,"0"
6638900115,296000,2,1,750,4680,"1","0","0","3","5",750,0,1948,0,"0"
2207100740,463000,3,1,1250,7700,"1","0","0","4","7",1250,0,1955,0,"1"
9378700190,319000,4,3.25,2360,8344,"2","0","0","3","8",2360,0,1990,0,"0"
2426059071,675000,3,2.5,2320,98445,"1","0","0","4","8",1380,940,1978,0,"1"
1189000180,525000,2,1,1510,3360,"1","0","0","3","7",880,630,1924,0,"0"
1000102,280000,6,3,2400,9373,"2","0","0","3","7",2400,0,1991,0,"0"
8732020440,297500,4,2.5,2190,8100,"1","0","0","4","8",1250,940,1978,0,"1"
8617000020,485000,4,2.5,2100,8886,"2","0","0","4","7",2100,0,1964,0,"1"
1954420420,479000,3,1.75,1470,6018,"1","0","0","3","8",1470,0,1987,0,"0"
9542830690,321000,3,2.5,2020,4183,"2","0","0","3","7",2020,0,2012,0,"0"
4310702787,335000,3,3,1430,1249,"3","0","0","3","8",1430,0,2003,0,"0"
3625500130,1256500,4,2.5,3150,13700,"2","0","0","4","9",3150,0,1966,0,"1"
6791000050,550000,3,2.75,2230,14400,"1","0","0","4","8",1460,770,1977,0,"1"
2722059215,239000,3,1.75,1340,16480,"1","0","0","4","7",1340,0,1968,0,"1"
2968801085,334000,4,1.5,1680,7620,"1","0","0","4","7",1180,500,1965,0,"1"
8946390150,324950,4,2.5,2229,5723,"2","0","0","3","7",2229,0,2012,0,"0"
6371000026,367500,2,2,1030,600,"2","0","0","3","8",680,350,2004,0,"0"
1782500065,420000,4,1.75,1320,4978,"1","0","0","4","7",940,380,1942,0,"1"
9818700455,518000,4,2.5,2320,4000,"1.5","0","0","5","8",1510,810,1905,0,"1"
1545804460,294000,3,1.75,1530,9362,"1","0","0","3","7",1530,0,1987,0,"0"
1972201511,671500,3,2.5,1770,1714,"3","0","0","3","8",1770,0,2012,0,"0"
686530110,599000,5,2.25,2460,8710,"1","0","0","4","8",1330,1130,1976,0,"1"
9558020840,364950,4,2.5,2070,2992,"2","0","0","3","8",2070,0,2002,0,"0"
3543900418,580050,3,2.5,2360,4638,"2","0","3","3","9",2360,0,1996,0,"0"
4027700666,780000,4,2.5,3180,9603,"2","0","2","3","9",3180,0,2002,0,"0"
2224700045,375000,6,2,1900,8057,"1","0","0","4","7",1170,730,1959,0,"1"
2926049437,425000,3,1,1180,7200,"1.5","0","0","4","7",1180,0,1949,0,"1"
255460240,398096,3,2.5,2370,5321,"2","0","0","3","8",2370,0,2014,0,"0"
686400380,770000,7,2.25,3260,8145,"2","0","0","5","8",3260,0,1967,0,"1"
5379805121,377500,4,2.5,2640,10720,"2","0","0","3","8",2640,0,1999,0,"0"
2126059234,650000,5,3.5,5110,10018,"2","0","0","3","10",3850,1260,2003,0,"0"
8682231330,519000,2,2,1560,4823,"1","0","0","3","8",1560,0,2004,0,"0"
2767800065,429000,2,1,1010,5000,"1","0","0","2","7",1010,0,1924,0,"0"
1032000079,402000,3,1.5,1320,3145,"2","0","0","3","7",1320,0,1998,0,"0"
1324059104,691100,3,2.75,2360,16117,"1","0","0","4","8",1710,650,1983,0,"1"
123039642,540000,3,2.5,1970,14876,"1","0","0","3","7",1320,650,1981,0,"0"
6169900580,1465000,6,4.5,4230,6420,"2","0","3","4","8",2360,1870,1916,0,"1"
3353401340,199900,4,1.75,1790,12000,"1","0","0","5","6",1790,0,1944,0,"1"
927200380,465000,4,2.5,2090,12833,"1","0","0","3","7",1220,870,1969,0,"0"
2771602427,438000,2,1,980,1179,"2","0","0","3","8",980,0,2010,0,"0"
1924069071,485000,5,1.75,2140,43124,"1","0","2","4","7",1220,920,1962,0,"1"
7202470100,661000,3,2.5,1940,8196,"2","0","0","3","8",1940,0,1991,0,"0"
5152960710,740000,5,5,5774,31675,"1","0","2","3","11",4490,1284,1984,0,"0"
6865200981,517000,2,1,1140,3750,"1","0","0","4","7",1140,0,1925,0,"1"
4027701265,480000,3,1.75,2920,21375,"1","0","0","3","8",1850,1070,1961,0,"0"
3883100220,299000,3,1.75,2010,8065,"1","0","0","4","7",1090,920,1984,0,"1"
2526059086,620000,3,2.25,2190,45738,"1","0","0","3","8",2190,0,1990,0,"0"
114100354,249000,3,1,1090,10296,"1","0","0","4","6",1090,0,1950,0,"1"
8151600900,445000,5,3,2420,11250,"2","0","0","3","8",2420,0,2013,0,"0"
1561910270,372400,3,2.5,2720,11937,"2","0","0","3","9",2720,0,1990,0,"0"
3052700245,750000,4,2,2640,5000,"2","0","0","3","7",2040,600,1949,0,"0"
7334400070,392000,3,1.5,1500,11975,"1","0","0","4","7",1500,0,1970,0,"1"
3352401476,199988,2,1,860,5000,"1","0","0","3","7",860,0,1949,0,"0"
2919702075,532500,3,1.75,1620,3360,"1","0","0","5","7",980,640,1927,0,"1"
128500260,262000,4,2.5,2020,6236,"2","0","0","3","7",2020,0,2002,0,"0"
8562740520,855000,5,3.25,3420,5669,"2","0","0","3","9",2620,800,2003,0,"0"
3727800065,425000,2,1,790,5024,"1","0","0","4","7",790,0,1941,0,"1"
6798100662,312000,3,1.5,1255,1374,"3","0","0","3","7",1255,0,2004,0,"0"
9839300125,575000,4,2,1810,4400,"2","0","0","3","8",1700,110,1909,0,"0"
2256500005,612000,3,3,1740,3700,"1","0","0","3","7",1740,0,1982,0,"0"
6700390100,245000,3,2.5,1770,6187,"2","0","0","3","7",1770,0,1992,0,"0"
1441800030,395000,3,NA,1480,7700,"1","0","0","3","8",1480,0,1975,0,"0"
3797002585,660000,3,NA,1240,3500,"1","0","0","4","7",1240,0,1927,0,"1"
6928000440,301950,3,NA,1370,9288,"1","0","0","4","7",1370,0,1988,0,"1"
7857000861,325000,4,1,1530,5684,"1","0","0","3","7",1130,400,1957,0,"0"
2807100095,402000,4,1.75,1510,9176,"1","0","0","5","7",1510,0,1957,0,"1"
9325200120,600600,4,3.5,3110,6829,"2","0","0","3","8",3110,0,2014,0,"0"
2426039313,277500,2,1.5,1190,1236,"3","0","0","3","7",1190,0,2005,0,"0"
254000020,453500,4,1.75,2000,6032,"1","0","2","3","7",1300,700,1959,0,"0"
809002675,660000,3,2,1140,6000,"1","0","0","3","7",1140,0,1909,0,"0"
7922800190,620000,5,1.75,2000,8713,"1","0","2","3","7",1000,1000,1962,0,"0"
603000150,335000,3,1.5,2040,6000,"1","0","0","3","7",1340,700,1957,0,"0"
5347200165,265000,3,1,1070,4800,"1","0","0","3","6",970,100,1947,0,"0"
2488200459,405000,2,3,1410,1240,"2","0","0","3","8",1140,270,2006,0,"0"
6384500035,370000,2,1,860,6050,"1","0","0","3","7",860,0,1952,0,"0"
255450030,369946,3,2.5,2420,4725,"2","0","0","3","8",2420,0,2014,0,"0"
4038700730,621000,4,2.75,1950,6930,"1","0","2","4","7",1250,700,1960,0,"1"
1657300270,433495,4,2.25,3010,10925,"2","0","0","4","9",3010,0,1988,0,"1"
7369600080,704000,4,2.25,2490,6973,"1","0","0","4","8",1490,1000,1953,0,"1"
6600220090,475000,2,2.5,1620,14467,"2","0","0","3","7",1620,0,1981,0,"0"
2525049246,1550000,2,2.25,2950,15593,"1","0","0","4","8",1560,1390,1942,1986,"1"
5423010350,1280000,5,2.5,3400,9500,"2","0","1","4","8",3400,0,1977,0,"1"
2125059161,960000,4,2.5,3430,43560,"1.5","0","2","5","10",3430,0,1979,0,"1"
3521069051,330000,4,2.25,2380,122038,"2","0","0","4","8",2380,0,1984,0,"1"
5457801925,885000,4,3.75,2400,3520,"1","0","0","3","7",1370,1030,1924,2005,"0"
1222069129,1125000,4,3.25,3890,422096,"1.5","0","0","3","9",3150,740,2001,0,"0"
2413910050,605000,4,1.75,3280,35160,"1","0","0","3","7",2080,1200,1976,0,"0"
8081900195,572500,3,1,1590,4600,"1.5","0","0","4","7",1290,300,1926,0,"1"
5700003810,1480000,4,2.25,3920,7200,"2","0","0","3","10",3120,800,1928,0,"0"
